,First Name,Last Name,Height,Flavour,Country of Origin,Favorite Icecream,Like Liquorice,Times Visited Italy,First Time London,Steps per Day
638,Adrian,Mathis,166.42,Cookies and Cream,Norway,Strawberry,1,0,0,9259
639,Rebekah,Edwards,195.01,French Vanilla,Denmark,Vanilla,1,3,0,9652
640,Alisha,Berg,164.37,Neapolitan,Denmark,Vanilla,1,3,0,11232
641,Brenda,Barrett,188.18,Cookies and Cream,Japan,Vanilla,0,0,0,7124
642,Grace,Clarke,171.22,Cookies and Cream,Denmark,Vanilla,0,6,0,6824
643,Katie,Clarke,176.98,French Vanilla,Sweden,Chocolate,0,5,0,8431
644,Meredith,Paul,172.29,Cookies and Cream,Sweden,Strawberry,1,0,0,8564
645,Christopher,Cervantes,186.38,Strawberry,Sweden,Vanilla,1,6,0,4374
646,Patricia,Haley,159.98,Cookies and Cream,Denmark,Stracciatella,1,3,1,8600
647,Christine,Franklin,148.32,Butter Pecan,Denmark,Vanilla,1,3,0,11499
648,Nicolas,Merritt,155.49,Strawberry,Sweden,Strawberry,1,0,0,2954
649,Alexis,Lucas,166.29,Strawberry,Denmark,Vanilla,0,5,0,4377
650,Cindy,Mack,175.08,French Vanilla,Denmark,Stracciatella,1,0,0,9959
651,Sheri,White,178.63,French Vanilla,Denmark,Vanilla,1,5,0,11499
652,Bethany,Cervantes,176.37,Cookies and Cream,Denmark,Strawberry,1,0,0,5743
653,Wayne,Flores,183.94,Mint Chocolate Chip,Sweden,Chocolate,1,3,0,6543
654,Pamela,Leon,159.76,Neapolitan,Norway,Vanilla,1,3,0,11022
655,Troy,Burton,177.36,Cookies and Cream,Sweden,Stracciatella,1,0,0,9120
656,Kristin,Olsen,163.31,Cookies and Cream,Sweden,Strawberry,1,3,0,1894
657,Gregory,Wells,167.15,Butter Pecan,Sweden,Vanilla,1,5,0,10628
658,Bradley,Morrow,189.25,Mint Chocolate Chip,Sweden,Vanilla,0,6,0,7242
659,Thomas,Thomas,168.77,French Vanilla,Denmark,Vanilla,0,3,0,9879
660,Chelsea,Hartman,165.44,Cookies and Cream,Sweden,Chocolate,0,6,0,1541
661,Caitlin,Hicks,174.97,Mint Chocolate Chip,Norway,Vanilla,1,3,0,4930
662,Colton,Roman,182.1,Cookies and Cream,Norway,Chocolate,1,6,0,3474
663,Eduardo,Carlson,171.06,Neapolitan,Sweden,Strawberry,1,4,0,9963
664,Kristin,Mccoy,188.09,Mint Chocolate Chip,Norway,Chocolate,1,3,0,8496
665,Debbie,Barnes,159.98,Cookies and Cream,Sweden,Chocolate,0,0,0,8113
666,Jesus,Hensley,166.29,Cookies and Cream,Japan,Vanilla,1,6,0,3423
667,Michele,Day,159.94,Strawberry,Sweden,Chocolate,1,3,0,6739
668,Mathew,Kirk,150.2,Strawberry,Denmark,Vanilla,1,6,0,8705
669,Tanner,Rose,158.6,French Vanilla,Sweden,Vanilla,0,6,0,7738
670,Edwin,Levine,158.81,Butter Pecan,Norway,Chocolate,0,5,0,10118
671,Tyler,Murray,176.15,Mint Chocolate Chip,Japan,Strawberry,0,3,0,4406
672,Larry,Sanchez,181.65,Butter Pecan,Sweden,Vanilla,0,0,0,12688
673,Ryan,Weaver,182.49,Butter Pecan,Sweden,Vanilla,0,3,0,9515
674,Jerry,Love,157.25,Mint Chocolate Chip,Sweden,Strawberry,1,3,0,10232
675,Cindy,Walker,180.7,Butter Pecan,China,Strawberry,0,3,0,7628
676,Abigail,Wells,177.95,Mint Chocolate Chip,Norway,Strawberry,0,5,0,3326
677,Seth,Sherman,175.63,Strawberry,Sweden,Chocolate,0,0,0,5975
678,Miguel,Berry,168.98,French Vanilla,Denmark,Strawberry,1,3,0,3063
679,Cassandra,Mack,163.42,Strawberry,Japan,Strawberry,1,6,0,10865
680,Melvin,Parsons,147.44,Mint Chocolate Chip,Germany,Vanilla,0,3,0,13488
681,Linda,Chandler,173.64,Neapolitan,Sweden,Strawberry,1,0,1,6187
682,Laurie,Wolf,168.9,French Vanilla,Sweden,Vanilla,1,3,0,11214
683,Jeremy,Valentine,162.17,Butter Pecan,Sweden,Stracciatella,1,3,0,11485
684,Suzanne,Shaw,152.49,Mint Chocolate Chip,Norway,Stracciatella,0,6,0,11833
685,Peggy,Kirk,165.41,Butter Pecan,Sweden,Vanilla,0,6,0,13288
686,Kellie,Kirk,183.94,Neapolitan,Japan,Strawberry,1,0,0,4369
687,Terrence,Hanson,172.92,Strawberry,Norway,Stracciatella,0,3,0,4032
688,Tanner,Hampton,184.1,Cookies and Cream,Sweden,Vanilla,1,3,0,10424
689,Kristin,Davidson,190.6,Neapolitan,Denmark,Stracciatella,1,4,0,9963
690,Clarence,Patton,177.95,Strawberry,Denmark,Vanilla,0,3,1,8538
691,Jacqueline,Weaver,161.81,Mint Chocolate Chip,Denmark,Vanilla,0,3,0,7762
692,Spencer,Conley,163.31,Strawberry,Sweden,Strawberry,0,6,0,9270
693,Gerald,Hartman,190.41,Cookies and Cream,Sweden,Vanilla,0,3,0,1020
694,Sonya,Murphy,166.71,Strawberry,Sweden,Vanilla,0,5,0,10545
695,Samantha,Conley,181.49,Cookies and Cream,Denmark,Chocolate,1,0,1,4883
696,Clarence,Reese,178.06,Strawberry,Sweden,Vanilla,0,3,0,4988
697,Laurie,Cervantes,180.55,Pistachio,Sweden,Chocolate,0,0,0,1766
698,Elijah,Weaver,181.24,French Vanilla,Sweden,Strawberry,0,3,0,7193
699,Bob,Murphy,167.89,Mint Chocolate Chip,Denmark,Vanilla,1,3,1,9957
700,Miguel,White,168.64,Cookies and Cream,Sweden,Strawberry,0,3,0,11485
701,Crystal,Daugherty,168.74,Cookies and Cream,Norway,Vanilla,0,3,0,13112
702,Laura,Walker,169.58,Butter Pecan,Denmark,Vanilla,0,0,0,14492
703,Dustin,Lara,163.25,Cookies and Cream,Denmark,Strawberry,0,0,0,12587
704,Caitlin,Cole,184.1,Cookies and Cream,Italy,Stracciatella,0,3,0,8530
705,Brett,Fisher,157.13,Cookies and Cream,Norway,Strawberry,1,4,0,5728
706,Caitlin,Curtis,173.31,Mint Chocolate Chip,Japan,Chocolate,1,5,0,9951
707,Shaun,Murphy,177.33,Neapolitan,Denmark,Strawberry,0,5,0,2757
708,Suzanne,Young,170.8,French Vanilla,Sweden,Chocolate,0,3,0,9535
709,Collin,Mccarty,159.84,Butter Pecan,Sweden,Vanilla,0,3,0,7151
710,Johnny,Tapia,170.89,Cookies and Cream,Denmark,Vanilla,1,4,0,10649
711,Timothy,Williams,163.0,Cookies and Cream,Sweden,Chocolate,0,6,0,6995
712,Dustin,Parsons,184.03,Mint Chocolate Chip,Denmark,Chocolate,0,0,0,6924
713,Brandi,Lamb,181.99,Strawberry,Denmark,Strawberry,1,0,0,6937
714,Bradley,Howell,180.7,Neapolitan,Sweden,Vanilla,1,0,0,9468
715,Pamela,Cervantes,177.95,Strawberry,Sweden,Vanilla,1,0,0,13256
716,Dorothy,Thomas,184.1,Strawberry,Norway,Vanilla,1,5,0,7941
717,Bryan,Davidson,152.12,Strawberry,Sweden,Vanilla,1,0,0,6920
718,Micheal,Conley,157.13,Mint Chocolate Chip,Sweden,Vanilla,0,3,0,8136
719,Gerald,Walker,181.65,Cookies and Cream,Japan,Stracciatella,1,0,0,9906
720,Kristin,Warner,162.17,Neapolitan,China,Vanilla,1,3,0,13454
721,Colin,Browning,188.09,French Vanilla,Sweden,Chocolate,0,3,0,2125
722,Dylan,Olson,167.36,Strawberry,Denmark,Stracciatella,0,0,1,1056
723,Johnny,Berry,180.55,French Vanilla,Norway,Strawberry,0,6,0,8102
724,Damon,Moreno,165.56,Cookies and Cream,Norway,Strawberry,1,4,0,7483
725,Phillip,Zimmerman,156.59,Butter Pecan,Japan,Chocolate,0,5,0,1797
726,Thomas,Fox,167.27,French Vanilla,Sweden,Vanilla,1,6,0,5805
727,Ronald,Daugherty,172.92,Cookies and Cream,Sweden,Chocolate,0,3,0,2156
728,Alexander,Watson,165.84,Strawberry,Sweden,Chocolate,1,0,0,12140
729,Jerry,Sanchez,171.89,Cookies and Cream,Denmark,Strawberry,0,6,0,5969
730,Breanna,Mcneil,160.34,French Vanilla,Denmark,Vanilla,1,3,0,14974
731,Vanessa,Garcia,181.4,Cookies and Cream,Norway,Stracciatella,0,0,0,10525
732,Ricky,Foster,170.95,Cookies and Cream,Denmark,Chocolate,1,0,0,4337
733,Michele,Shepherd,165.3,Cookies and Cream,Sweden,Strawberry,0,3,0,11232
734,Kristin,Shepherd,173.92,Neapolitan,Norway,Strawberry,0,0,0,6140
735,Edward,Levine,184.09,Strawberry,Sweden,Stracciatella,0,4,0,9514
736,Alexander,Stephens,184.96,Strawberry,Denmark,Chocolate,0,0,0,9544
737,Lynn,Ortega,165.62,French Vanilla,Sweden,Strawberry,1,0,0,14492
738,Grace,Rogers,154.67,Neapolitan,Denmark,Chocolate,1,5,0,14060
739,Maria,Berry,161.42,Butter Pecan,Norway,Chocolate,0,0,0,10118
740,Kristina,Riley,169.41,Neapolitan,Sweden,Strawberry,1,3,1,9959
741,Suzanne,Blankenship,171.82,Butter Pecan,China,Stracciatella,1,6,1,4374
742,Gilbert,Howell,170.55,Strawberry,Norway,Strawberry,1,5,0,10764
743,Samantha,Bishop,176.32,Butter Pecan,Denmark,Strawberry,1,3,0,5101
744,Chris,Stout,162.17,Cookies and Cream,Norway,Stracciatella,1,3,1,7098
745,Scott,Cervantes,170.44,Cookies and Cream,Sweden,Stracciatella,0,0,0,4689
746,Christian,Blankenship,169.91,Mint Chocolate Chip,Denmark,Chocolate,0,4,0,6924
747,Jacqueline,Garcia,177.95,Butter Pecan,Denmark,Strawberry,1,3,0,7762
748,Brian,Wells,146.52,Butter Pecan,Norway,Vanilla,1,3,0,13288
749,Tanner,Best,148.38,Mint Chocolate Chip,Norway,Vanilla,1,0,0,5537
750,Bethany,Webb,173.7,Mint Chocolate Chip,Norway,Stracciatella,1,3,0,10173
751,Breanna,Haley,154.67,French Vanilla,Norway,Strawberry,0,3,0,6851
752,Brett,Thomas,172.95,Strawberry,Norway,Vanilla,0,3,0,1313
753,Pamela,Schneider,165.83,Cookies and Cream,Denmark,Vanilla,1,4,0,8696
754,Judy,Gibson,161.98,French Vanilla,Sweden,Vanilla,1,3,0,9951
755,Bradley,Murphy,182.1,French Vanilla,Sweden,Vanilla,0,6,0,10554
756,Carrie,Meadows,167.61,Butter Pecan,Sweden,Strawberry,0,3,0,7039
757,Alisha,Thomas,156.91,Cookies and Cream,Denmark,Vanilla,0,6,0,5680
758,Eduardo,Thomas,173.98,Neapolitan,Sweden,Stracciatella,0,0,0,7653
759,Michele,Fuentes,177.9,Mint Chocolate Chip,Denmark,Vanilla,0,3,0,12897
760,Cynthia,Norman,158.69,Mint Chocolate Chip,Norway,Strawberry,0,5,0,6288
761,Michele,Merritt,164.48,Cookies and Cream,Norway,Vanilla,1,3,0,10640
762,Judy,Browning,160.29,Butter Pecan,Norway,Stracciatella,1,3,0,8530
763,Troy,Madden,181.65,Cookies and Cream,Sweden,Strawberry,1,0,0,8600
764,Holly,George,174.78,Cookies and Cream,Denmark,Strawberry,0,6,0,6512
765,Sheri,Cole,171.55,French Vanilla,Japan,Vanilla,1,0,0,11572
766,Jeremy,Obrien,182.1,Strawberry,Germany,Vanilla,1,3,0,8431
767,Johnny,Roman,176.37,Butter Pecan,Italy,Vanilla,1,6,0,11561
768,Bethany,Haley,162.17,Butter Pecan,Sweden,Vanilla,0,5,0,7083
769,Jerry,Hartman,176.33,Strawberry,Denmark,Vanilla,0,3,0,2156
770,Brandi,Daugherty,182.37,Neapolitan,Sweden,Stracciatella,0,3,0,7484
771,Tracy,Kelley,175.52,Mint Chocolate Chip,Japan,Chocolate,1,6,0,1766
772,Suzanne,Contreras,163.94,Neapolitan,Sweden,Vanilla,1,0,0,13858
773,Claire,Duncan,181.99,Neapolitan,Norway,Chocolate,0,0,0,7028
774,Tanya,Travis,158.54,Strawberry,Sweden,Strawberry,0,0,0,4022
775,Gabriella,Blevins,171.55,Strawberry,China,Chocolate,0,0,0,9417
776,Shawn,Weaver,179.14,Neapolitan,Sweden,Chocolate,1,3,0,10961
777,Jacqueline,Davidson,157.24,Cookies and Cream,Denmark,Chocolate,1,0,0,6974
778,Clarence,Walker,162.01,Mint Chocolate Chip,Sweden,Chocolate,1,6,0,9638
779,Kristina,Thomas,173.84,Strawberry,Sweden,Stracciatella,0,3,0,6187
780,Scott,Ramos,157.97,Mint Chocolate Chip,Sweden,Strawberry,0,3,0,4337
781,Lawrence,Lucas,158.61,Butter Pecan,China,Strawberry,0,3,0,6995
782,Latoya,Shaw,164.84,Mint Chocolate Chip,Japan,Stracciatella,1,3,0,10554
783,Katie,Merritt,172.99,Butter Pecan,Denmark,Stracciatella,1,3,0,4293
784,Ian,Bautista,163.31,Mint Chocolate Chip,China,Chocolate,0,3,0,8213
785,Thomas,Bishop,165.44,Mint Chocolate Chip,Norway,Vanilla,1,3,0,8095
786,Karla,Ortiz,147.44,Cookies and Cream,Sweden,Vanilla,0,0,1,7935
787,Emma,Hester,163.31,Butter Pecan,China,Vanilla,0,3,1,12140
788,Chris,Short,177.33,Cookies and Cream,Denmark,Stracciatella,1,0,0,4632
789,Dustin,Howell,188.09,Strawberry,Sweden,Vanilla,1,5,0,8705
790,Tanner,Lamb,173.98,French Vanilla,Italy,Chocolate,0,3,0,2994
791,Colton,Mathis,162.47,Cookies and Cream,Norway,Strawberry,0,3,0,6818
792,Tanner,Kelley,157.13,Butter Pecan,Denmark,Chocolate,1,3,0,11933
793,Grace,Daugherty,173.31,French Vanilla,China,Vanilla,0,3,0,11561
794,Jenny,Ramos,172.95,Mint Chocolate Chip,Sweden,Strawberry,0,6,0,9859
795,Gregory,Dunlap,174.39,Pistachio,Sweden,Strawberry,1,0,0,6750
796,Judy,Valentine,171.06,Cookies and Cream,Sweden,Stracciatella,0,3,0,6924
797,Kellie,Mathis,171.55,Butter Pecan,Sweden,Strawberry,1,0,0,8431
798,Brandi,Franklin,171.89,French Vanilla,Sweden,Strawberry,0,6,0,10173
799,Jasmine,Duncan,175.92,Butter Pecan,Sweden,Vanilla,1,5,0,5297
800,Eduardo,Mccarthy,157.13,Mint Chocolate Chip,Denmark,Vanilla,0,3,0,5085
801,Roberto,Garcia,167.65,Cookies and Cream,Denmark,Stracciatella,1,3,0,6967
802,Dawn,Wright,166.3,French Vanilla,Sweden,Vanilla,1,0,0,3474
803,Jacqueline,Kirk,180.03,French Vanilla,Germany,Strawberry,0,0,0,8102
804,Michael,Meadows,171.22,Neapolitan,Norway,Stracciatella,0,5,0,10085
805,Joanna,Ramos,169.58,Neapolitan,Denmark,Chocolate,1,4,1,7242
806,Judy,Bray,182.68,Butter Pecan,Denmark,Vanilla,0,3,0,7235
807,Suzanne,Wright,171.06,Strawberry,Sweden,Strawberry,1,3,0,3128
808,Wendy,Thomas,159.98,Butter Pecan,Norway,Vanilla,1,0,0,11833
809,Dominic,Lamb,152.42,Butter Pecan,Norway,Strawberry,1,3,0,6540
810,Gordon,Clarke,177.24,Neapolitan,Denmark,Strawberry,1,3,0,4032
811,Brendan,Mccarthy,154.52,Butter Pecan,Norway,Vanilla,1,6,0,14535
812,Gary,Stephens,154.16,Neapolitan,China,Vanilla,0,6,1,12897
813,Shaun,Andrews,172.33,Neapolitan,Denmark,Chocolate,1,0,0,3709
814,Miguel,Bennett,182.11,Cookies and Cream,Japan,Vanilla,0,0,0,7102
815,Brett,Ryan,154.52,Cookies and Cream,Norway,Strawberry,1,0,0,14492
816,Aaron,Kelley,163.82,Mint Chocolate Chip,Norway,Vanilla,0,3,0,7350
817,Benjamin,Flores,175.22,Cookies and Cream,Sweden,Vanilla,0,4,0,10460
818,Carlos,Foster,150.2,French Vanilla,Norway,Strawberry,1,0,0,11252
819,Thomas,Hinton,164.84,Butter Pecan,Sweden,Strawberry,0,3,0,7595
820,Brett,Conley,165.41,Cookies and Cream,Italy,Stracciatella,1,0,0,1056
821,Margaret,Hampton,157.69,Cookies and Cream,Norway,Vanilla,0,6,0,7102
822,Breanna,Thomas,162.47,Butter Pecan,Denmark,Strawberry,1,6,0,3650
823,Thomas,Reilly,174.33,Mint Chocolate Chip,China,Vanilla,1,6,0,6407
824,Gregory,Rogers,195.77,French Vanilla,China,Strawberry,0,3,0,6865
825,Chad,Kelley,156.5,Mint Chocolate Chip,Denmark,Stracciatella,1,3,1,7418
826,Spencer,Mcneil,182.68,Strawberry,Sweden,Vanilla,0,0,0,3629
827,Bradley,Wells,169.57,Cookies and Cream,Norway,Stracciatella,0,0,0,10195
828,Kaylee,Short,176.68,Cookies and Cream,Sweden,Vanilla,1,0,1,11681
829,Gordon,Sanchez,175.08,Butter Pecan,Sweden,Vanilla,1,0,0,11921
830,Gabriella,Aguilar,163.65,French Vanilla,Japan,Strawberry,1,5,0,6025
831,Ann,Love,163.5,French Vanilla,Denmark,Stracciatella,1,3,0,11357
832,Tanya,Flores,162.17,Neapolitan,Denmark,Strawberry,0,0,0,3456
833,Rebekah,Morrow,188.09,Strawberry,Sweden,Stracciatella,0,5,0,11425
834,Whitney,Hartman,165.84,French Vanilla,Sweden,Stracciatella,0,3,0,1259
835,Trevor,Wang,153.13,French Vanilla,Japan,Chocolate,1,5,0,5719
836,Caitlyn,Ellison,172.44,Butter Pecan,Sweden,Vanilla,1,0,0,10255
837,Chris,Moreno,167.27,Strawberry,Norway,Vanilla,1,0,0,10270
838,Nicholas,Kirk,167.15,Cookies and Cream,Sweden,Chocolate,0,3,0,7230
839,Bradley,Patel,160.63,French Vanilla,Sweden,Vanilla,1,3,0,7595
840,Ricky,Hartman,161.56,Mint Chocolate Chip,Denmark,Chocolate,1,0,0,11301
841,Kristin,Frey,163.49,Mint Chocolate Chip,Sweden,Strawberry,1,6,0,7102
842,Latoya,Figueroa,187.2,Neapolitan,Japan,Stracciatella,1,3,0,10092
843,Diamond,Moreno,165.38,Neapolitan,Sweden,Vanilla,1,4,0,12140
844,Kristina,Valentine,173.46,Neapolitan,Denmark,Strawberry,0,3,0,8748
845,Juan,Reilly,174.27,Neapolitan,Norway,Strawberry,1,6,0,13256
846,Shaun,Roberts,157.19,Neapolitan,Norway,Vanilla,1,5,0,6719
847,Jacqueline,Travis,157.97,Butter Pecan,Germany,Vanilla,0,0,0,6548
848,Dorothy,Gibson,167.61,Mint Chocolate Chip,Japan,Strawberry,1,3,0,5006
849,Kim,Manning,162.24,French Vanilla,Sweden,Strawberry,0,5,0,7935
850,Christina,Duncan,165.85,Strawberry,Sweden,Chocolate,0,3,0,4330
851,Kristina,Love,151.46,French Vanilla,Norway,Vanilla,0,5,0,4406
852,Breanna,Quinn,168.9,Neapolitan,Italy,Stracciatella,0,3,0,2125
853,Robin,Dunlap,174.77,Cookies and Cream,Japan,Strawberry,1,5,0,10085
854,Lynn,Thomas,187.2,Butter Pecan,Japan,Chocolate,1,3,1,9990
855,Holly,Browning,167.65,Strawberry,Germany,Vanilla,1,0,0,6445
856,Jasmine,Valentine,178.27,Butter Pecan,Sweden,Strawberry,1,0,0,7941
857,Gregory,Savage,153.56,Cookies and Cream,Sweden,Strawberry,1,3,0,4635
858,Patricia,Quinn,157.97,Cookies and Cream,Norway,Vanilla,1,6,0,13094
859,Samantha,Shepherd,159.98,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,7350
860,Katie,Bray,157.69,Neapolitan,Sweden,Strawberry,1,6,0,11669
861,Grace,Cervantes,188.92,Cookies and Cream,China,Chocolate,1,6,0,8346
862,Stephanie,Warner,148.64,Cookies and Cream,Norway,Strawberry,1,4,0,6719
863,Justin,Riley,158.81,Mint Chocolate Chip,Sweden,Strawberry,0,6,0,8136
864,Troy,Hensley,189.08,Neapolitan,Norway,Vanilla,0,3,0,7524
865,Melvin,Vasquez,174.73,Cookies and Cream,Denmark,Strawberry,1,3,0,5975
866,Linda,Lowe,182.92,Cookies and Cream,Japan,Strawberry,0,4,0,10587
867,Emma,Berry,162.47,Cookies and Cream,Japan,Chocolate,1,5,0,8431
868,Shawn,Young,156.96,French Vanilla,Norway,Strawberry,0,3,0,10595
869,Pamela,Love,171.18,Mint Chocolate Chip,Sweden,Vanilla,1,3,0,11921
870,Ruth,Andrews,171.18,Neapolitan,Denmark,Chocolate,0,0,0,11561
871,Mathew,Shepherd,170.95,Neapolitan,Norway,Vanilla,1,3,0,7466
872,Benjamin,Simmons,163.0,French Vanilla,Sweden,Vanilla,0,3,0,7102
873,Ann,Patton,170.68,Cookies and Cream,Sweden,Vanilla,0,3,0,13112
874,Suzanne,Flores,171.82,French Vanilla,Denmark,Vanilla,0,5,0,13858
875,Miguel,Morton,165.84,Cookies and Cream,Sweden,Vanilla,0,0,0,2786
876,Damon,Howell,170.89,Mint Chocolate Chip,Japan,Strawberry,1,0,0,13858
877,Jerry,Fuentes,169.3,Neapolitan,Denmark,Strawberry,0,3,0,9757
878,Gordon,Hudson,161.81,Cookies and Cream,Sweden,Strawberry,0,4,0,3474
879,Caitlyn,Parrish,154.52,Neapolitan,Sweden,Vanilla,1,3,0,9774
880,Matthew,Sherman,164.48,French Vanilla,Norway,Strawberry,1,3,0,8412
881,Michele,Daugherty,159.4,French Vanilla,Norway,Strawberry,0,3,0,4911
882,Jacqueline,Aguilar,166.75,Neapolitan,Norway,Strawberry,0,3,1,10525
883,Patricia,Christensen,165.44,Cookies and Cream,Sweden,Vanilla,0,3,0,7714
884,Laurie,Moreno,171.06,French Vanilla,Sweden,Strawberry,0,3,0,8894
885,Manuel,Palmer,171.55,Neapolitan,Denmark,Vanilla,0,3,0,7524
886,Alisha,Vasquez,177.33,Cookies and Cream,Denmark,Vanilla,0,0,0,9304
887,Tanner,Walker,178.21,Butter Pecan,Norway,Strawberry,1,5,0,10628
888,Cindy,Patton,172.92,Mint Chocolate Chip,Norway,Vanilla,1,3,0,5924
889,Aaron,Larson,156.5,French Vanilla,Norway,Vanilla,0,6,0,4119
890,Nicholas,Moreno,190.41,Cookies and Cream,Sweden,Stracciatella,0,0,0,7993
891,Mathew,Woodard,188.09,Mint Chocolate Chip,Sweden,Stracciatella,0,3,0,13858
892,Briana,Conley,171.55,French Vanilla,Sweden,Chocolate,1,3,0,7308
893,Grace,Gray,169.1,French Vanilla,Sweden,Vanilla,0,0,0,9774
894,Dawn,Quinn,178.4,Strawberry,Japan,Strawberry,1,4,0,4641
895,Terrence,Walker,171.06,Cookies and Cream,Japan,Strawberry,0,3,0,7113
896,Kim,Ramos,182.1,French Vanilla,Norway,Vanilla,0,3,0,13858
897,Adrienne,Daniels,167.27,Mint Chocolate Chip,Japan,Chocolate,1,6,0,7809
898,Henry,Haley,176.3,French Vanilla,Sweden,Vanilla,0,0,0,14974
899,Dylan,Duncan,166.42,Strawberry,Sweden,Chocolate,1,0,0,4493
900,Sheri,Garcia,176.68,Butter Pecan,Sweden,Stracciatella,0,6,0,12620
901,Michele,Thomas,156.91,Mint Chocolate Chip,Italy,Strawberry,1,5,0,14492
902,Judy,Zimmerman,181.28,Cookies and Cream,Denmark,Chocolate,1,0,0,10779
903,Gabriella,Wells,170.42,Pistachio,Sweden,Strawberry,1,3,0,9990
904,Terrence,Evans,162.57,French Vanilla,Japan,Stracciatella,1,3,0,5680
905,Suzanne,Barry,177.33,French Vanilla,Denmark,Strawberry,1,0,0,6107
906,Gregory,Davidson,181.49,Strawberry,Sweden,Strawberry,1,5,0,11669
907,Troy,Williams,180.7,Mint Chocolate Chip,Norway,Vanilla,1,0,0,4406
908,Kellie,Hensley,166.57,Mint Chocolate Chip,Sweden,Vanilla,0,0,1,3629
909,Gerald,Perry,176.33,Cookies and Cream,Sweden,Vanilla,0,4,0,8452
910,Chelsea,Larson,175.08,Mint Chocolate Chip,Denmark,Strawberry,0,3,0,7809
911,Gerald,Travis,171.22,Butter Pecan,Denmark,Vanilla,0,3,0,5805
912,Trevor,Fox,170.91,Strawberry,Norway,Strawberry,1,5,0,7578
913,Alexander,Murphy,155.01,Cookies and Cream,Sweden,Stracciatella,1,0,0,7342
914,Kellie,George,172.41,Butter Pecan,China,Vanilla,1,3,0,1091
915,Brady,Lindsey,165.44,Neapolitan,Denmark,Strawberry,0,3,0,11301
916,Carol,Kelley,157.8,Butter Pecan,Sweden,Strawberry,1,6,0,13288
917,Luis,Erickson,184.1,Cookies and Cream,China,Chocolate,0,3,0,7456
918,Sheila,Yates,183.53,Cookies and Cream,Sweden,Vanilla,0,6,0,6924
919,Damon,Wolf,148.32,Strawberry,Japan,Stracciatella,0,3,0,8538
920,Patricia,Guerrero,166.29,Mint Chocolate Chip,Norway,Chocolate,0,3,0,14974
921,Brady,Meadows,171.03,Strawberry,Sweden,Vanilla,1,0,0,7966
922,Bethany,Morris,154.52,Cookies and Cream,Sweden,Strawberry,0,3,0,4022
923,Kristin,Quinn,177.95,Mint Chocolate Chip,Norway,Strawberry,1,5,0,1766
924,Samantha,Madden,151.46,Neapolitan,Sweden,Strawberry,1,3,0,10195
925,Suzanne,Cantu,167.27,Neapolitan,Norway,Vanilla,1,0,0,8564
926,Damon,Shaw,175.52,Cookies and Cream,Norway,Vanilla,0,3,0,1944
927,Pamela,Norman,148.64,Strawberry,Norway,Vanilla,1,3,0,5795
928,Bradley,Barrett,171.06,French Vanilla,Denmark,Vanilla,0,0,0,6540
929,Abigail,Gibson,165.24,French Vanilla,Sweden,Vanilla,0,0,0,3975
930,Lynn,Gomez,171.22,Cookies and Cream,Norway,Strawberry,1,0,0,13256
931,Judy,White,165.76,Butter Pecan,Sweden,Stracciatella,1,0,0,12966
932,Cindy,Moreno,165.66,French Vanilla,Denmark,Vanilla,0,6,0,6924
933,Thomas,Burton,177.58,Butter Pecan,Japan,Chocolate,1,3,0,9650
934,Micheal,Murphy,188.18,Cookies and Cream,Denmark,Chocolate,0,6,0,4454
935,Megan,Kelley,179.53,Neapolitan,Sweden,Vanilla,1,5,0,11833
936,Kim,Manning,160.34,Strawberry,Norway,Strawberry,1,6,0,7609
937,Amy,Hartman,175.45,Butter Pecan,Italy,Strawberry,1,3,0,10040
938,Mark,White,186.45,Butter Pecan,Norway,Vanilla,1,3,0,15206
939,Erica,Zimmerman,167.27,Neapolitan,Sweden,Vanilla,1,4,0,10194
940,Chad,Harvey,175.32,Neapolitan,Sweden,Vanilla,0,6,1,5805
941,Harry,Simmons,166.71,Mint Chocolate Chip,Sweden,Strawberry,0,6,0,5815
942,Henry,Watts,168.98,French Vanilla,Japan,Strawberry,1,0,0,5933
943,Samantha,Best,186.45,French Vanilla,Sweden,Vanilla,0,5,0,7411
944,Bradley,Rogers,167.87,Mint Chocolate Chip,Sweden,Chocolate,1,3,0,7809
945,Ricky,Howell,167.27,French Vanilla,Sweden,Chocolate,0,3,0,10424
946,Bob,Duncan,165.44,Mint Chocolate Chip,Norway,Chocolate,0,3,0,2836
947,Kristin,Stout,182.63,Cookies and Cream,Norway,Strawberry,0,3,0,6892
948,Barry,Griffin,166.57,Strawberry,Sweden,Chocolate,1,3,0,4980
949,Brett,Bishop,184.96,Cookies and Cream,Norway,Chocolate,0,3,0,11916
950,Tanner,Berg,156.9,Cookies and Cream,Japan,Vanilla,0,0,0,10118
951,Christine,Lamb,169.91,Neapolitan,Sweden,Chocolate,1,3,0,7653
952,Nicolas,Macias,163.94,Neapolitan,Denmark,Stracciatella,1,3,0,4895
953,Bradley,Cantu,167.36,Strawberry,Sweden,Vanilla,0,0,0,10865
954,Justin,Riddle,162.47,Strawberry,Denmark,Strawberry,1,0,0,10764
955,Bethany,Foster,166.3,Neapolitan,Norway,Strawberry,0,5,0,8705
956,Miguel,Browning,177.03,French Vanilla,Sweden,Strawberry,0,3,0,11933
957,Michele,Berry,195.08,French Vanilla,Sweden,Vanilla,1,3,0,11916
