First Name,Last Name,Height,Flavour,Country of Origin,Favorite Icecream,Like Liquorice,Times Visited Italy,First Time London,Steps per Day
Jeffrey,Santana,158.17,Chocolate,Germany,Vanilla,0,2,0,12484
Cynthia,Garza,178.48,Butter Pecan,Australia,Strawberry,0,0,0,7702
Hannah,Holland,175.26,Neapolitan,China,Pistachio,0,1,0,6191
Michelle,Hill,164.79,Rocky Road,Norway,Mint,1,1,0,10525
Hannah,Woods,165.83,Butter Pecan,Sweden,Vanilla,1,2,0,6892
Lisa,Lee,174.27,Vanilla,Finland,Strawberry,1,1,0,8756
Kathleen,Brown,162.36,Vanilla,Finland,Stracciatella,1,1,1,4441
David,Lambert,159.5,Vanilla,Finland,Pistachio,1,2,1,7710
James,Perkins,146.1,Mint Chocolate Chip,Brazil,Strawberry,0,0,0,6752
Brandon,Walker,166.87,Strawberry,Sweden,Stracciatella,1,3,0,10283
Brian,Jackson,158.65,Neapolitan,Denmark,Mint,1,3,0,4562
Darrell,Taylor,178.3,Pistachio,Finland,Pistachio,1,2,0,10678
Carla,Owens,173.75,Strawberry,USA,Pistachio,0,0,0,13488
Brandon,Marsh,155.23,Vanilla,Canada,Chocolate,0,0,0,10138
Heather,Price,188.14,Chocolate,Sweden,Stracciatella,1,2,0,2350
Dana,Peters,158.46,French Vanilla,Italy,Pistachio,0,0,0,9990
Keith,Simpson,182.1,Cookies and Cream,France,Stracciatella,0,1,1,5827
Kristy,Kim,168.56,Cookies and Cream,Canada,Mint,0,1,0,10704
Nicholas,Kerr,182.26,French Vanilla,Canada,Stracciatella,0,1,0,13065
Debra,Ruiz,178.75,Vanilla,Norway,Vanilla,1,2,0,12111
Matthew,Gomez,169.65,Cookies and Cream,Australia,Chocolate,0,0,1,10085
Christopher,Murillo,173.21,Cookies and Cream,Norway,Strawberry,1,1,0,7141
Ray,Hobbs,161.38,Neapolitan,USA,Vanilla,0,0,0,1655
Jeffery,Young,171.27,Neapolitan,China,Vanilla,1,0,0,8227
Victoria,Farrell,162.97,Neapolitan,Italy,Pistachio,0,1,0,7181
Michael,Padilla,165.98,Pistachio,China,Strawberry,0,0,0,12866
William,Barry,170.31,Rocky Road,Brazil,Chocolate,0,0,1,13853
Luis,Johnson,155.44,Neapolitan,France,Pistachio,0,2,1,5006
Jason,Cooper,183.21,Mint Chocolate Chip,Brazil,Pistachio,0,2,0,11109
Glenda,Monroe,173.79,Chocolate,Sweden,Chocolate,1,2,0,9957
Betty,Vance,159.57,Vanilla,Germany,Chocolate,0,1,0,4586
Tina,Lopez,146.46,Mint Chocolate Chip,Canada,Pistachio,0,1,0,5719
Aaron,Bell,167.66,French Vanilla,Finland,Mint,1,2,1,8861
Melissa,Blankenship,171.85,Vanilla,UK,Stracciatella,0,1,1,8074
Blake,Garcia,165.42,Chocolate,France,Mint,0,3,0,7098
Emily,Taylor,164.89,Cookies and Cream,UK,Chocolate,0,2,1,7151
Mary,Dixon,168.12,Chocolate,France,Mint,1,2,0,6142
Becky,Mcdonald,167.64,Neapolitan,Sweden,Strawberry,1,4,0,11617
Steven,Manning,156.94,Strawberry,Australia,Strawberry,0,0,0,11425
Donald,Garcia,166.15,Butter Pecan,Sweden,Vanilla,1,5,0,4454
Paul,Hamilton,160.91,Strawberry,Denmark,Mint,1,1,0,9348
Anthony,Bates,174.06,Chocolate,Italy,Stracciatella,1,0,0,7838
Thomas,Perkins,159.76,Butter Pecan,Sweden,Pistachio,1,1,1,5053
Denise,Perez,188.45,Vanilla,Germany,Vanilla,1,2,0,13912
Ashlee,Craig,173.47,Neapolitan,Australia,Strawberry,0,0,0,7941
Theresa,Peterson,162.68,Chocolate,UK,Strawberry,0,3,1,6442
Courtney,Williams,184.18,Neapolitan,Sweden,Mint,1,3,1,14492
Brad,Schmidt,169.6,Mint Chocolate Chip,Norway,Strawberry,1,0,0,4920
Jason,Escobar,161.99,Strawberry,Australia,Strawberry,0,0,0,11690
Virginia,Williams,184.55,Chocolate,France,Mint,0,2,1,9284
Elizabeth,Combs,148.4,Mint Chocolate Chip,Finland,Mint,1,0,0,8231
Breanna,Johnson,162.89,Neapolitan,Canada,Chocolate,0,0,0,4540
Charles,Hendricks,158.4,Strawberry,Brazil,Pistachio,1,1,0,2937
Ryan,Jacobs,185.59,Pistachio,China,Pistachio,0,0,0,8517
Hannah,Gonzalez,163.72,Rocky Road,Italy,Stracciatella,1,3,0,9532
Lindsay,Johnson,164.72,Mint Chocolate Chip,Norway,Strawberry,1,1,0,14495
Ricky,Reed,186.13,Chocolate,USA,Stracciatella,0,0,0,11571
David,Gill,172.13,Vanilla,Brazil,Strawberry,0,0,1,10584
Adam,Mann,177.02,Rocky Road,USA,Pistachio,0,0,1,8417
Cassie,Rios,176.95,Cookies and Cream,Finland,Stracciatella,1,2,0,9516
John,Park,185.57,Strawberry,Denmark,Stracciatella,1,0,0,12467
Karen,Mitchell,179.87,Strawberry,USA,Pistachio,0,2,0,9307
Margaret,Barnes,186.96,Butter Pecan,Norway,Mint,1,5,0,1000
Matthew,Ho,162.79,Neapolitan,Finland,Strawberry,1,2,0,4205
Caitlin,Murphy,159.89,Mint Chocolate Chip,Denmark,Chocolate,1,3,0,12587
Amanda,Ellis,187.81,Cookies and Cream,UK,Strawberry,1,4,1,11807
Eric,Rodriguez,155.2,Butter Pecan,France,Stracciatella,0,4,0,8638
Paul,Wright,169.9,French Vanilla,France,Pistachio,0,2,1,12201
Theresa,Aguilar,145.69,Rocky Road,Italy,Pistachio,0,1,0,9662
William,Medina,157.84,Rocky Road,Sweden,Stracciatella,1,1,0,7617
Robert,Park,145.61,Strawberry,Denmark,Stracciatella,1,3,0,6318
Kimberly,Castro,186.15,Vanilla,Sweden,Chocolate,1,0,0,11040
Joel,Fuller,174.58,Neapolitan,Sweden,Vanilla,1,1,1,8530
Savannah,Fields,174.63,Pistachio,Sweden,Stracciatella,1,1,0,6536
James,Merritt,183.17,French Vanilla,USA,Strawberry,1,0,1,10462
Theresa,Harris,165.96,Pistachio,Denmark,Mint,1,1,0,10933
Anthony,White,170.41,Pistachio,USA,Pistachio,1,0,0,1683
Kim,Miller,161.69,Chocolate,China,Stracciatella,0,0,0,6916
Stephanie,Blanchard,172.78,Chocolate,Germany,Vanilla,0,1,0,7807
Jason,Mosley,171.39,Butter Pecan,Italy,Pistachio,0,1,0,9862
Amy,Davis,172.68,Chocolate,China,Stracciatella,0,0,0,11120
Joshua,Ferguson,163.88,Chocolate,Brazil,Chocolate,1,0,0,9508
Allen,Ross,181.31,Strawberry,France,Chocolate,0,1,0,6955
Antonio,Donovan,189.37,Chocolate,Denmark,Pistachio,0,2,0,13136
Kristen,Parker,150.85,Strawberry,China,Pistachio,0,2,0,2757
Michael,Walls,169.95,Chocolate,Japan,Strawberry,1,0,0,9508
Cody,Jones,183.5,Neapolitan,Finland,Chocolate,0,0,0,1000
Lindsay,Warren,174.24,Cookies and Cream,Italy,Mint,1,2,0,12104
Norma,Strickland,173.14,Strawberry,Finland,Mint,1,2,0,4493
Bryan,Ochoa,157.04,Rocky Road,Denmark,Strawberry,1,3,0,7852
Dwayne,Lawrence,162.39,Vanilla,Norway,Strawberry,1,2,0,7518
John,Compton,187.81,Strawberry,Denmark,Vanilla,1,3,0,13428
Johnny,Mason,160.58,Rocky Road,Australia,Vanilla,0,0,1,3577
Kimberly,Collier,167.34,Chocolate,Germany,Chocolate,0,2,0,5326
Sheri,Terry,166.15,Strawberry,Finland,Stracciatella,1,2,0,7814
Richard,Cannon,173.73,Neapolitan,Norway,Stracciatella,1,0,0,10808
Kelly,Duncan,166.87,French Vanilla,Brazil,Pistachio,0,1,0,8554
Kenneth,Price,162.68,Neapolitan,China,Vanilla,0,0,1,5504
Chad,Bradley,199.38,Mint Chocolate Chip,Denmark,Mint,1,2,0,6085
Kelly,Young,175.81,Cookies and Cream,USA,Strawberry,0,0,1,8213
Kyle,Torres,167.03,Rocky Road,Japan,Vanilla,0,0,0,4119
Mary,Simpson,169.92,Mint Chocolate Chip,Australia,Strawberry,0,0,0,11205
Adam,Wilson,188.52,Mint Chocolate Chip,Sweden,Stracciatella,0,0,1,9812
Kimberly,Taylor,163.11,Butter Pecan,Sweden,Strawberry,1,3,0,9948
Erica,Bowman,170.95,Strawberry,UK,Mint,1,2,1,6908
Victoria,Estrada,153.18,Butter Pecan,Finland,Stracciatella,1,1,0,4602
Rebecca,Smith,166.6,French Vanilla,China,Vanilla,0,1,0,10277
Norma,Stevens,168.71,French Vanilla,Sweden,Chocolate,1,5,0,7714
Jason,Mills,165.55,Butter Pecan,Australia,Vanilla,1,1,0,9250
Cheryl,Cook,167.22,Strawberry,UK,Pistachio,0,2,1,11870
Ronnie,Vasquez,159.97,Mint Chocolate Chip,China,Pistachio,0,0,0,10292
Norma,Soto,156.5,French Vanilla,France,Stracciatella,1,6,0,3475
Tina,Lee,154.41,Butter Pecan,Canada,Stracciatella,1,0,1,4529
Cheyenne,Anderson,172.82,Cookies and Cream,Finland,Mint,1,3,0,9224
Emily,Martin,171.11,Strawberry,Norway,Strawberry,1,4,0,9652
Caleb,Campbell,180.55,Mint Chocolate Chip,Sweden,Mint,1,0,0,9120
Elizabeth,Miller,171.54,Mint Chocolate Chip,Canada,Chocolate,1,1,0,8937
David,Hall,176.89,Neapolitan,USA,Vanilla,0,2,0,9205
Cassandra,Lowery,192.19,Mint Chocolate Chip,Italy,Stracciatella,0,2,1,5834
Michelle,Huang,148.75,Vanilla,Australia,Vanilla,0,0,0,4641
Dominique,Horn,185.87,Butter Pecan,Canada,Chocolate,0,0,1,6819
Kenneth,Garcia,168.36,Chocolate,Japan,Chocolate,0,0,0,11826
Brian,Mcfarland,170.98,Neapolitan,Brazil,Mint,0,1,0,7544
Jessica,Guzman,164.86,Vanilla,China,Stracciatella,0,1,0,6284
Steven,Golden,153.65,Chocolate,Norway,Stracciatella,1,1,0,8997
Tyler,Dickson,173.0,Neapolitan,Japan,Mint,0,1,0,7578
Jared,Hoffman,152.19,Rocky Road,UK,Stracciatella,0,1,1,8922
Megan,Smith,166.08,Rocky Road,Norway,Chocolate,1,3,0,1000
Timothy,Young,164.11,French Vanilla,Brazil,Stracciatella,0,0,0,10827
Jacqueline,Daniels,142.14,Butter Pecan,Canada,Mint,1,1,1,10986
Patty,Hunt,176.46,Vanilla,UK,Mint,0,2,1,13109
Jason,Weber,183.78,Chocolate,Italy,Stracciatella,0,2,0,1944
Scott,Meyer,161.83,Pistachio,USA,Stracciatella,0,1,0,8435
Leslie,Palmer,161.52,Vanilla,China,Chocolate,0,0,0,3772
Melinda,Murphy,156.03,Strawberry,Australia,Mint,1,2,1,6774
Pamela,Jones,162.1,Cookies and Cream,France,Strawberry,1,0,0,7640
Natasha,Alvarado,158.84,French Vanilla,Canada,Stracciatella,1,0,0,10221
Melissa,Navarro,150.41,Strawberry,China,Pistachio,0,1,1,11758
Michael,Rodriguez,167.4,Butter Pecan,Sweden,Strawberry,1,3,0,6655
Robert,Anderson,170.03,French Vanilla,USA,Mint,1,1,0,8966
Joshua,Morgan,176.13,Cookies and Cream,Italy,Stracciatella,0,3,0,7966
Diana,Knight,156.13,Chocolate,France,Vanilla,0,0,0,9994
Joshua,Smith,172.56,Mint Chocolate Chip,Finland,Mint,1,1,0,6341
Anne,Hernandez,179.18,Chocolate,Canada,Stracciatella,0,0,1,8706
Vicki,Thompson,175.45,Rocky Road,France,Stracciatella,0,3,0,4022
Lee,Brock,172.01,Butter Pecan,Sweden,Pistachio,1,0,0,7549
Kimberly,Williams,166.64,Strawberry,USA,Vanilla,0,0,1,7019
Brandi,Jackson,175.22,Vanilla,Denmark,Strawberry,1,0,0,8543
Jack,Gray,170.33,French Vanilla,France,Chocolate,1,3,0,11909
Caitlin,Nelson,180.51,Mint Chocolate Chip,Denmark,Pistachio,1,6,0,5443
Laurie,Vega,174.88,Butter Pecan,France,Vanilla,0,1,0,3611
Christine,Butler,186.89,Strawberry,Finland,Pistachio,1,2,0,5018
Robert,Woods,169.03,Pistachio,France,Pistachio,0,0,0,9260
Sean,Hunt,185.43,Strawberry,France,Chocolate,0,0,0,6851
David,Harris,167.7,Neapolitan,China,Chocolate,1,0,0,7628
Ariana,Jimenez,159.52,Butter Pecan,Denmark,Pistachio,1,1,0,11944
Carla,Nguyen,177.85,Pistachio,USA,Strawberry,0,1,1,6303
Vincent,Mcgrath,173.73,Neapolitan,Finland,Chocolate,0,4,0,11108
Amanda,Waters,193.07,Rocky Road,Germany,Pistachio,0,1,0,3731
Robin,Arnold,168.75,Mint Chocolate Chip,Italy,Mint,1,1,0,11549
Brittany,Patterson,169.26,Rocky Road,Denmark,Chocolate,1,2,0,13021
Jerry,Lamb,175.32,Butter Pecan,Canada,Stracciatella,0,0,1,7016
Kendra,Garcia,181.09,Pistachio,Finland,Vanilla,1,0,0,10403
Brooke,Hayes,171.87,Pistachio,Germany,Vanilla,0,0,0,6187
Ashley,Kramer,186.45,Butter Pecan,China,Chocolate,1,0,0,3849
Kristina,Watkins,169.61,Vanilla,UK,Strawberry,1,1,1,4816
Thomas,Howard,162.59,Pistachio,USA,Chocolate,0,1,0,7863
Adrienne,Miranda,180.66,Chocolate,Italy,Strawberry,0,4,1,7261
Jose,Powers,172.0,Cookies and Cream,USA,Chocolate,0,1,0,9787
Mark,Campos,162.01,Cookies and Cream,Norway,Mint,1,2,0,3401
Thomas,Horne,174.47,Rocky Road,Japan,Vanilla,0,1,0,7411
Michael,Woods,174.1,French Vanilla,Norway,Vanilla,0,2,0,12540
Michael,Mejia,160.78,Chocolate,Australia,Mint,0,0,0,9194
Ryan,Lyons,180.83,Pistachio,Denmark,Strawberry,1,4,0,7002
Ashley,Foster,165.37,Butter Pecan,Japan,Pistachio,1,0,0,11281
Kimberly,Macdonald,172.43,Chocolate,Canada,Mint,0,1,0,9757
Allison,Martinez,186.96,French Vanilla,Japan,Chocolate,0,0,0,5789
Steven,Oneal,162.54,Vanilla,UK,Vanilla,0,1,1,7737
Keith,Gray,175.16,Rocky Road,Norway,Stracciatella,1,3,0,9644
Kristen,Brady,164.29,Cookies and Cream,Japan,Strawberry,1,0,1,10258
Elizabeth,Shaw,173.17,Mint Chocolate Chip,Australia,Stracciatella,0,0,1,4437
Krystal,Scott,181.05,French Vanilla,USA,Vanilla,0,0,0,2418
Jennifer,Hunt,177.0,Pistachio,Australia,Mint,0,0,0,10592
Rachel,Parsons,172.56,Rocky Road,Brazil,Stracciatella,1,0,0,3063
Wesley,May,163.18,French Vanilla,Canada,Mint,0,1,0,12516
Brian,Baker,174.84,Chocolate,Norway,Mint,1,2,0,9545
Jonathan,Garcia,171.43,Vanilla,Canada,Vanilla,0,1,0,5497
James,White,174.12,Pistachio,China,Pistachio,1,0,0,9231
Lauren,Roberts,180.63,Butter Pecan,Germany,Vanilla,0,4,1,10640
Jonathan,Gregory,167.21,Strawberry,Germany,Strawberry,0,0,0,15454
Jacob,Obrien,183.35,Neapolitan,UK,Stracciatella,0,1,1,11757
Adrian,Peterson,158.76,Chocolate,UK,Pistachio,0,5,1,11348
Joseph,Odom,161.7,Cookies and Cream,Norway,Strawberry,1,2,0,12524
Tonya,Barrett,161.37,Mint Chocolate Chip,Brazil,Pistachio,1,1,1,13770
Laura,Turner,178.92,Mint Chocolate Chip,Japan,Strawberry,0,0,0,5676
Jerry,Richardson,169.42,Cookies and Cream,Australia,Pistachio,0,2,0,1766
Maria,Ramsey,163.31,Butter Pecan,UK,Mint,0,0,1,7039
Karen,Spencer,175.13,Chocolate,Canada,Stracciatella,0,1,1,8054
Patrick,Preston,164.12,Rocky Road,Canada,Stracciatella,0,0,0,9417
Lori,Freeman,171.46,Vanilla,Sweden,Pistachio,1,0,1,6535
Kathleen,Perkins,157.96,Cookies and Cream,Norway,Chocolate,1,2,0,9899
Shaun,Williams,156.92,Pistachio,Brazil,Mint,1,0,1,7762
Victoria,Rodriguez,172.81,Mint Chocolate Chip,France,Mint,0,1,1,6262
Jennifer,Moore,164.87,Strawberry,China,Mint,0,0,0,4294
Steven,Mullins,154.49,Vanilla,Brazil,Mint,1,0,1,4633
Jacqueline,Morris,167.46,Strawberry,Norway,Vanilla,1,5,0,4546
Amber,Bradley,159.12,Butter Pecan,China,Mint,0,0,0,1000
Janet,Webb,179.93,Neapolitan,China,Stracciatella,0,0,0,8614
Charles,Hughes,170.12,Rocky Road,Italy,Pistachio,0,3,1,10297
Alicia,Orr,180.18,Strawberry,China,Chocolate,1,1,0,8705
John,Moore,188.83,Mint Chocolate Chip,Sweden,Mint,0,1,0,6379
Timothy,Potter,160.99,Mint Chocolate Chip,Canada,Vanilla,0,0,0,10249
George,Rodriguez,180.45,French Vanilla,Finland,Vanilla,1,0,0,8837
Teresa,Kirk,167.29,Cookies and Cream,Canada,Mint,0,2,0,9716
Shelly,Henry,168.44,Butter Pecan,Canada,Stracciatella,0,0,0,5885
Sharon,Mercado,178.66,Pistachio,Norway,Strawberry,1,2,0,6834
Jo,Humphrey,168.63,Vanilla,Denmark,Chocolate,1,3,1,7083
Kyle,White,165.39,French Vanilla,Japan,Vanilla,0,2,0,7381
Gregory,Stafford,184.87,Strawberry,UK,Pistachio,0,0,1,10280
David,Rich,179.09,Mint Chocolate Chip,Japan,Strawberry,0,2,0,7659
Vanessa,Chase,161.25,Chocolate,Sweden,Vanilla,1,3,0,8664
Monique,Lang,183.47,Mint Chocolate Chip,Brazil,Strawberry,0,0,0,5058
Mark,Rhodes,174.68,French Vanilla,Finland,Stracciatella,0,5,0,4731
Roger,Khan,150.24,Chocolate,Denmark,Mint,1,2,0,12676
Brianna,Walters,169.63,Pistachio,Finland,Stracciatella,1,2,0,3408
Aaron,Wallace,175.03,Rocky Road,USA,Strawberry,0,0,0,6177
Patrick,Garcia,171.59,Mint Chocolate Chip,UK,Strawberry,0,1,1,7588
Brent,Martin,175.18,Chocolate,China,Vanilla,0,1,0,8408
Grant,Dalton,169.13,Cookies and Cream,UK,Pistachio,1,2,1,1000
Kimberly,Robinson,169.92,Chocolate,France,Chocolate,0,4,0,9143
Ashley,Young,165.4,Pistachio,Sweden,Mint,1,3,1,8934
Nicole,Mosley,174.42,French Vanilla,France,Vanilla,0,1,0,10970
Lauren,Klein,168.28,Vanilla,China,Pistachio,0,1,1,7348
Jessica,Morales,158.61,Butter Pecan,China,Vanilla,0,0,0,11438
Stephen,Cole,172.44,Pistachio,Denmark,Strawberry,1,1,0,7706
Linda,White,182.27,Pistachio,UK,Chocolate,0,1,1,6547
Christina,Lambert,155.13,Pistachio,Denmark,Mint,0,3,0,5101
Shannon,Morrow,148.85,Chocolate,Finland,Pistachio,1,2,1,5083
Steven,Christian,154.79,Pistachio,Denmark,Pistachio,1,0,1,10946
Aaron,Williams,167.82,Rocky Road,UK,Stracciatella,0,0,1,15047
Brittany,Rodriguez,172.39,French Vanilla,Sweden,Pistachio,1,0,0,5851
Stephen,Flores,167.98,Strawberry,USA,Pistachio,1,2,0,1000
Timothy,Brown,175.96,Chocolate,Sweden,Stracciatella,1,5,0,6512
Jessica,Flores,174.54,Neapolitan,Italy,Strawberry,0,1,0,5972
Robert,Jones,195.82,Strawberry,USA,Chocolate,0,0,0,3285
Alexandria,Vaughn,159.54,Chocolate,Italy,Vanilla,1,2,0,7230
Hector,Mccormick,179.31,Neapolitan,Norway,Strawberry,0,4,0,6385
Jacob,Clark,147.35,Chocolate,China,Strawberry,0,0,1,8136
Timothy,Smith,180.19,Vanilla,USA,Chocolate,1,0,0,9675
Rachel,Wright,182.48,Butter Pecan,Finland,Chocolate,1,3,0,4471
Steven,Benjamin,176.87,Cookies and Cream,UK,Stracciatella,0,3,1,6993
Mark,Wilson,164.43,Neapolitan,Brazil,Vanilla,0,1,0,3287
Kathy,Anderson,173.32,Strawberry,Germany,Stracciatella,0,1,0,12066
Stacy,Martin,170.7,Butter Pecan,Sweden,Vanilla,1,4,0,5721
Jonathan,Bates,180.08,Vanilla,Canada,Stracciatella,0,0,1,5836
Allison,Herrera,162.91,Butter Pecan,Japan,Chocolate,0,0,0,8215
Laura,Diaz,168.91,Pistachio,Brazil,Mint,0,0,0,9414
Dennis,Logan,177.5,Pistachio,Australia,Strawberry,0,0,0,5728
Roberto,Rogers,176.63,Pistachio,Germany,Strawberry,0,2,0,7286
Erik,Williams,143.96,French Vanilla,Italy,Stracciatella,0,3,0,13852
Alicia,Berger,165.36,Pistachio,Norway,Strawberry,1,1,1,8813
Jeanne,Mora,168.44,Chocolate,Denmark,Pistachio,1,1,0,4980
Meagan,Lopez,172.17,Chocolate,UK,Vanilla,0,3,1,6240
Amber,Turner,182.36,Rocky Road,USA,Chocolate,0,0,0,10279
Sergio,Mathews,183.65,Pistachio,Germany,Pistachio,1,1,0,12587
Tonya,Cuevas,174.81,Butter Pecan,USA,Stracciatella,0,0,0,3547
Keith,Davis,184.59,French Vanilla,Canada,Strawberry,1,1,1,7374
Ricky,Mcdowell,166.41,Pistachio,Australia,Stracciatella,0,1,1,5046
Erica,Jones,174.14,Vanilla,Brazil,Mint,0,0,0,5622
Mario,Wong,170.82,Butter Pecan,UK,Mint,0,3,1,6109
Ronald,Floyd,171.84,Neapolitan,Brazil,Strawberry,1,0,0,10195
Kelly,Hall,172.82,Neapolitan,France,Pistachio,0,5,1,2836
Mallory,Robinson,177.5,French Vanilla,Canada,Strawberry,0,1,0,5251
David,Dorsey,164.42,French Vanilla,Brazil,Vanilla,0,0,0,10044
Emily,Patrick,168.28,Pistachio,Italy,Stracciatella,0,1,0,4538
Albert,Hill,181.87,Vanilla,Sweden,Stracciatella,1,2,0,13845
Ronald,Brown,165.14,Strawberry,UK,Mint,0,0,1,11075
Kim,Hawkins,189.21,Rocky Road,Japan,Stracciatella,0,0,0,8052
Julie,Holland,182.56,Vanilla,Italy,Mint,0,1,0,3967
Peter,Cole,181.44,Neapolitan,USA,Chocolate,0,1,0,9774
Kathy,Hernandez,157.43,Rocky Road,Brazil,Pistachio,1,1,0,10040
Destiny,Lynch,183.95,Chocolate,USA,Vanilla,0,0,0,8290
Gabrielle,Rosales,175.48,Vanilla,France,Strawberry,1,1,0,7028
Michele,Cain,186.41,Strawberry,France,Chocolate,1,2,1,1000
Samantha,Lowe,181.78,Rocky Road,Denmark,Strawberry,1,4,1,14126
Micheal,Hernandez,168.99,Vanilla,Italy,Vanilla,0,1,0,8437
Robin,Riley,167.5,Cookies and Cream,China,Vanilla,0,1,0,9755
Kim,Powers,168.86,Neapolitan,USA,Mint,0,1,0,5297
Cody,Huff,161.64,Neapolitan,Norway,Mint,0,0,0,5107
Kurt,Shaw,186.07,Mint Chocolate Chip,Germany,Chocolate,0,3,0,11991
Jennifer,Gibbs,152.55,Neapolitan,Brazil,Pistachio,1,2,0,11963
Katherine,York,189.5,Neapolitan,Norway,Chocolate,1,3,1,4824
Kimberly,Gray,151.24,Pistachio,Japan,Pistachio,0,1,0,1000
Donna,Miller,154.12,Strawberry,Finland,Stracciatella,1,3,0,11766
Amanda,Harrison,178.49,Neapolitan,Denmark,Strawberry,1,1,0,10837
Jasmine,Gillespie,152.39,Strawberry,Canada,Mint,1,0,0,7621
Felicia,Hicks,159.7,Mint Chocolate Chip,Finland,Stracciatella,1,0,0,10901
Kevin,Nelson,165.04,Mint Chocolate Chip,USA,Mint,0,0,0,8932
Benjamin,Howell,165.44,Rocky Road,USA,Mint,1,0,0,3263
Patricia,Nelson,189.73,Rocky Road,Canada,Strawberry,0,1,0,2189
Kimberly,Scott,166.13,Mint Chocolate Chip,UK,Mint,0,0,1,5715
Barry,Parks,167.98,Pistachio,UK,Mint,0,1,1,6524
Matthew,Chambers,166.01,Rocky Road,Norway,Stracciatella,1,2,1,6543
Caroline,Snow,163.9,Chocolate,Brazil,Strawberry,0,1,0,3345
Brian,Mills,157.83,Chocolate,Canada,Mint,1,1,0,9986
Douglas,Ochoa,202.19,Vanilla,USA,Strawberry,0,1,0,10550
Brian,Cuevas,153.91,Rocky Road,Germany,Pistachio,0,1,1,9253
Brittney,Porter,171.06,French Vanilla,Australia,Stracciatella,0,0,0,10121
Steven,Moreno,164.27,Pistachio,China,Vanilla,0,0,0,10937
Susan,Diaz,169.87,Cookies and Cream,Brazil,Vanilla,0,0,0,8598
Taylor,Crawford,167.67,Rocky Road,France,Mint,1,1,0,7757
Christopher,Mitchell,151.16,Cookies and Cream,UK,Mint,1,1,1,9262
Megan,Carter,179.54,Butter Pecan,Japan,Vanilla,0,1,0,6266
Laurie,Davis,169.84,Cookies and Cream,Brazil,Strawberry,0,0,0,12400
Samantha,Simon,182.82,Neapolitan,Norway,Strawberry,1,3,0,9617
Jennifer,Gonzalez,154.78,Neapolitan,France,Strawberry,0,2,0,10071
Megan,Wyatt,168.18,Rocky Road,Denmark,Chocolate,1,4,1,8796
Joseph,Davidson,168.63,Strawberry,Canada,Pistachio,0,0,1,7466
Scott,Peters,164.59,Vanilla,Sweden,Vanilla,1,1,0,5261
Robert,Terry,185.84,Neapolitan,Japan,Pistachio,1,0,1,12039
Rebecca,Woods,162.3,Strawberry,France,Strawberry,0,3,1,4216
Anthony,Lee,168.47,Butter Pecan,China,Stracciatella,0,1,0,11271
Austin,Lee,179.25,Neapolitan,Finland,Stracciatella,0,3,1,11599
Robert,Long,176.74,Vanilla,Finland,Chocolate,1,3,0,11207
Shawn,Davis,164.31,Strawberry,France,Vanilla,0,3,0,5679
Carrie,Williams,161.23,Rocky Road,Germany,Strawberry,1,3,0,12349
Susan,Bradley,170.03,Cookies and Cream,France,Chocolate,1,2,0,3721
Stephanie,Bennett,157.01,Vanilla,UK,Chocolate,0,0,1,10375
Douglas,Armstrong,167.89,French Vanilla,Denmark,Stracciatella,0,1,0,6288
Lauren,Bonilla,165.02,Rocky Road,Canada,Chocolate,0,1,0,6210
Jessica,Bowen,162.82,French Vanilla,Denmark,Stracciatella,1,2,0,7102
Raymond,Brennan,178.77,Butter Pecan,Australia,Mint,0,1,1,6983
Lisa,Price,177.74,Vanilla,Denmark,Pistachio,1,0,0,7483
Casey,Tyler,169.03,Cookies and Cream,Denmark,Pistachio,0,3,0,6621
Anthony,Smith,169.78,Butter Pecan,Australia,Stracciatella,0,0,0,4760
Elizabeth,Harrison,160.6,Pistachio,UK,Stracciatella,0,4,1,10779
Crystal,Cooper,165.85,French Vanilla,Sweden,Pistachio,1,3,1,8685
Stephanie,Schultz,164.29,Cookies and Cream,China,Stracciatella,1,1,0,5372
Mary,Brown,160.99,Pistachio,China,Chocolate,0,0,0,11445
James,Gregory,187.06,Vanilla,Australia,Vanilla,0,1,0,8167
Dawn,James,180.07,Vanilla,Australia,Mint,0,0,1,7071
Pamela,Mcdaniel,168.38,Butter Pecan,Sweden,Strawberry,1,3,0,3931
Timothy,Williams,170.81,Strawberry,Denmark,Strawberry,1,3,0,9243
Desiree,Hebert,173.27,Chocolate,UK,Vanilla,0,2,1,3605
Joseph,Norris,173.65,Vanilla,China,Pistachio,0,0,0,11944
Erica,Curry,152.48,Vanilla,Canada,Strawberry,0,2,0,7299
Paul,Chase,156.64,Strawberry,Australia,Mint,1,0,0,15914
Samuel,Preston,168.58,Butter Pecan,USA,Vanilla,0,0,0,14646
Patricia,Harmon,181.08,Pistachio,China,Strawberry,0,0,0,9670
Emily,Walters,185.73,French Vanilla,Canada,Stracciatella,1,1,0,6303
Samuel,Alvarado,158.48,French Vanilla,Finland,Vanilla,1,4,0,6586
Ronald,White,180.52,Butter Pecan,UK,Pistachio,0,2,1,4225
Kylie,Peterson,166.91,French Vanilla,Japan,Mint,0,1,0,10194
Jose,Kramer,161.92,Chocolate,Australia,Pistachio,0,0,0,12413
Robert,Cox,175.05,Butter Pecan,Japan,Stracciatella,0,0,0,5901
Andrew,Huang,177.34,Pistachio,USA,Mint,0,0,0,7751
